"","subj","paper","MA_condition","ageday","exp_look","unexp_look","sex","experiment","condition","task","training_yesno","action_consequence","actor_hand","agent_efficient_fam","object_diff_size_huge","action_causal","location_object_goal_ambiguous","bothobjects_present_visible_fam","agent","PI_group","look_pref"
"500","500","liu2019","5_statechangenotcausal",99,13.17,6.8,"f","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-6.37
"501","501","liu2019","5_statechangenotcausal",97,19.16,12.43,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-6.73
"502","502","liu2019","5_statechangenotcausal",119,21.22,10.6,"f","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-10.62
"503","503","liu2019","5_statechangenotcausal",114,10.92,16.2,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",5.28
"504","504","liu2019","5_statechangenotcausal",120,3.95,2.11,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-1.84
"505","505","liu2019","5_statechangenotcausal",120,5.04,6.67,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",1.63
"506","506","liu2019","5_statechangenotcausal",117,4.62,3.25,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-1.37
"507","507","liu2019","5_statechangenotcausal",105,8.86,17.93,"f","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",9.07
"508","508","liu2019","5_statechangenotcausal",114,9.92,12.11,"f","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",2.19
"509","509","liu2019","5_statechangenotcausal",105,9.09,8.91,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-0.18
"510","510","liu2019","5_statechangenotcausal",98,37.47,18.94,"f","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-18.53
"511","511","liu2019","5_statechangenotcausal",118,6.7,10.9,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",4.2
"512","512","liu2019","5_statechangenotcausal",93,9.42,26.33,"f","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",16.91
"513","513","liu2019","5_statechangenotcausal",112,27.79,17.09,"f","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-10.7
"514","514","liu2019","5_statechangenotcausal",120,3.16,5.79,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",2.63
"515","515","liu2019","5_statechangenotcausal",120,11.63,12.54,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",0.909999999999998
"516","516","liu2019","5_statechangenotcausal",97,8.12,7.49,"m","5","5_statechangenotcausal","constraints","no","state_change","gloved","yes",NA,"no",NA,NA,"person","spelke",-0.629999999999999
"517","517","liu2019","5_statechangecausal",112,15.43,16.62,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",1.19
"518","518","liu2019","5_statechangecausal",106,6.04,7.88,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",1.84
"519","519","liu2019","5_statechangecausal",96,1.82,9.93,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",8.11
"520","520","liu2019","5_statechangecausal",110,5.49,3.73,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-1.76
"521","521","liu2019","5_statechangecausal",99,11.13,17.57,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",6.44
"522","522","liu2019","5_statechangecausal",109,8.69,9.3,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",0.610000000000001
"523","523","liu2019","5_statechangecausal",100,8.25,11.18,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",2.93
"524","524","liu2019","5_statechangecausal",112,2.24,4.19,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",1.95
"525","525","liu2019","5_statechangecausal",102,11.52,6.09,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-5.43
"526","526","liu2019","5_statechangecausal",96,8.33,18.82,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",10.49
"527","527","liu2019","5_statechangecausal",102,2.98,3.14,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",0.16
"528","528","liu2019","5_statechangecausal",97,7.54,7.18,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-0.36
"529","529","liu2019","5_statechangecausal",113,6.24,8.02,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",1.78
"530","530","liu2019","5_statechangecausal",95,1.82,4.33,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",2.51
"531","531","liu2019","5_statechangecausal",92,8.75,19.16,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",10.41
"532","532","liu2019","5_statechangecausal",103,6.51,6.78,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",0.27
"533","533","liu2019","5_statechangecausal",104,2.39,5.27,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",2.88
"534","534","liu2019","5_statechangecausal",107,5.69,12.25,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",6.56
"535","535","liu2019","5_statechangecausal",112,3.41,7.82,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",4.41
"536","536","liu2019","5_statechangecausal",109,22.99,35.05,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",12.06
"537","537","liu2019","5_statechangecausal",121,8.79,16.78,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",7.99
"538","538","liu2019","5_statechangecausal",92,8.52,16.28,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",7.76
"539","539","liu2019","5_statechangecausal",98,6.34,22.55,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",16.21
"540","540","liu2019","5_statechangecausal",119,13.18,12.78,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-0.4
"541","541","liu2019","5_statechangecausal",120,9.59,6.73,"m","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-2.86
"542","542","liu2019","5_statechangecausal",109,8.89,26.88,"f","5","5_statechangecausal","constraints","no","state_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",17.99
"543","543","liu2019","1_pickupglove",103,29.25,24.98,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-4.27
"544","544","liu2019","1_pickupglove",102,20.39,30.41,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",10.02
"545","545","liu2019","1_pickupglove",113,19.25,21.41,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",2.16
"546","546","liu2019","1_pickupglove",101,21.31,21.02,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-0.289999999999999
"547","547","liu2019","1_pickupglove",107,24.05,22.81,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-1.24
"548","548","liu2019","1_pickupglove",100,8.55,5.86,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-2.69
"549","549","liu2019","1_pickupglove",113,19.35,15.59,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-3.76
"550","550","liu2019","1_pickupglove",122,8.93,6.85,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-2.08
"551","551","liu2019","1_pickupglove",102,16.51,13.69,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-2.82
"552","552","liu2019","1_pickupglove",105,16.52,5.99,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-10.53
"553","553","liu2019","1_pickupglove",92,13.09,20.46,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",7.37
"554","554","liu2019","1_pickupglove",110,11.05,18.74,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",7.69
"555","555","liu2019","1_pickupglove",118,11.83,12.66,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",0.83
"556","556","liu2019","1_pickupglove",114,34.74,40.02,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",5.28
"557","557","liu2019","1_pickupglove",105,15.33,17.1,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",1.77
"558","558","liu2019","1_pickupglove",111,18.09,24.68,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",6.59
"559","559","liu2019","1_pickupglove",97,11.61,5.9,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",-5.71
"560","560","liu2019","1_pickupglove",110,7.73,17.67,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",9.94
"561","561","liu2019","1_pickupglove",117,20.72,22.83,"m","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",2.11
"562","562","liu2019","1_pickupglove",116,8.58,11.9,"f","1","1_pickupglove","constraints","no","location_change","gloved","yes",NA,"yes",NA,NA,"person","spelke",3.32
"563","563","liu2019","2_pickupbarehand",100,11.866667,7.596667,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",-4.27
"564","564","liu2019","2_pickupbarehand",107,18.316667,30.903333,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",12.586666
"565","565","liu2019","2_pickupbarehand",93,7.226667,7.873333,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",0.646666
"566","566","liu2019","2_pickupbarehand",116,4.556667,5.393333,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",0.836666
"567","567","liu2019","2_pickupbarehand",98,10.793333,8.786667,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",-2.006666
"568","568","liu2019","2_pickupbarehand",117,4.236667,9.57,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",5.333333
"569","569","liu2019","2_pickupbarehand",104,3.11,4.336667,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",1.226667
"570","570","liu2019","2_pickupbarehand",116,4.913333,2.59,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",-2.323333
"571","571","liu2019","2_pickupbarehand",118,11.643333,18.67,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",7.026667
"572","572","liu2019","2_pickupbarehand",101,5.53,5.64,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",0.109999999999999
"573","573","liu2019","2_pickupbarehand",120,5.456667,5.73,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",0.273333
"574","574","liu2019","2_pickupbarehand",108,7.75,8.273333,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",0.523332999999999
"575","575","liu2019","2_pickupbarehand",109,10.696667,9.36,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",-1.336667
"576","576","liu2019","2_pickupbarehand",97,7.956667,13.206667,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",5.25
"577","577","liu2019","2_pickupbarehand",104,4.453333,9,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",4.546667
"578","578","liu2019","2_pickupbarehand",110,5.64,7.013333,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",1.373333
"579","579","liu2019","2_pickupbarehand",113,13.28,9.71,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",-3.57
"580","580","liu2019","2_pickupbarehand",105,5.626667,6.58,"m","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",0.953333
"581","581","liu2019","2_pickupbarehand",116,8.873333,9.253333,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",0.379999999999999
"582","582","liu2019","2_pickupbarehand",107,8.793333,14.813333,"f","2","2_pickupbarehand","constraints","no","location_change","bare","yes",NA,"yes",NA,NA,"person","spelke",6.02
"583","583","woo_unpub","1_statechange_objectswap",120.32,12.38733333,16.524,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",4.13666667
"584","584","woo_unpub","1_statechange_objectswap",95.32,13.158,10.676,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-2.482
"585","585","woo_unpub","1_statechange_objectswap",95.32,45.254,45.22,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-0.0339999999999989
"586","586","woo_unpub","1_statechange_objectswap",101.32,10.336,12.58,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",2.244
"587","587","woo_unpub","1_statechange_objectswap",95.32,5.661,15.198,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",9.537
"588","588","woo_unpub","1_statechange_objectswap",103.32,9.945,11.22,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",1.275
"589","589","woo_unpub","1_statechange_objectswap",103.32,44.55133333,34.82733333,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-9.724
"590","590","woo_unpub","1_statechange_objectswap",119.32,28.93966667,43.37266667,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",14.433
"591","591","woo_unpub","1_statechange_objectswap",115.32,9.814666667,26.18,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",16.365333333
"592","592","woo_unpub","1_statechange_objectswap",120.32,15.742,8.318666667,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-7.423333333
"593","593","woo_unpub","1_statechange_objectswap",109.32,11.084,20.842,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",9.758
"594","594","woo_unpub","1_statechange_objectswap",103.32,31.994,30.85266667,"f","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-1.14133333
"595","595","woo_unpub","1_statechange_objectswap",109.32,26.57666667,21.27266667,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-5.304
"596","596","woo_unpub","1_statechange_objectswap",119.32,15.95733333,15.82133333,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-0.136000000000001
"597","597","woo_unpub","1_statechange_objectswap",105.32,22.97266667,23.74333333,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",0.77066666
"598","598","woo_unpub","1_statechange_objectswap",100.32,21.39733333,10.22266667,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-11.17466666
"599","599","woo_unpub","1_statechange_objectswap",99.32,40.12,29.784,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-10.336
"600","600","woo_unpub","1_statechange_objectswap",97.32,32.58333333,28.88866667,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-3.69466666
"601","601","woo_unpub","1_statechange_objectswap",93.32,9.939333333,18.45066667,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",8.511333337
"602","602","woo_unpub","1_statechange_objectswap",104.32,14.63133333,9.758,"m","1","1_statechange_objectswap","goals","no","state_change","bare",NA,"no","yes","yes","yes","person","spelke",-4.87333333
"603","603","woo_unpub","2_disambiguatingobjectgoal",100.32,1.416666667,3.556666667,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",2.14
"604","604","woo_unpub","2_disambiguatingobjectgoal",121.76,3.96,18.665,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",14.705
"605","605","woo_unpub","2_disambiguatingobjectgoal",119.32,4.93,3.575,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-1.355
"606","606","woo_unpub","2_disambiguatingobjectgoal",98.32,5.145,10.12,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",4.975
"607","607","woo_unpub","2_disambiguatingobjectgoal",96.32,10.28333333,6.36,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-3.92333333
"608","608","woo_unpub","2_disambiguatingobjectgoal",97.32,6.956666667,16.81333333,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",9.856666663
"609","609","woo_unpub","2_disambiguatingobjectgoal",115.32,2.443333333,3.646666667,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",1.203333334
"610","610","woo_unpub","2_disambiguatingobjectgoal",97.32,1.57,1.723333333,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",0.153333333
"611","611","woo_unpub","2_disambiguatingobjectgoal",114.32,8.67,9.763333333,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",1.093333333
"612","612","woo_unpub","2_disambiguatingobjectgoal",95.32,12.88333333,10.10666667,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-2.77666666
"613","613","woo_unpub","2_disambiguatingobjectgoal",113.32,2.893333333,8.16,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",5.266666667
"614","614","woo_unpub","2_disambiguatingobjectgoal",109.32,9.183333333,8.04,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-1.143333333
"615","615","woo_unpub","2_disambiguatingobjectgoal",113.32,3.456666667,5.526666667,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",2.07
"616","616","woo_unpub","2_disambiguatingobjectgoal",96.32,5.79,22.77333333,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",16.98333333
"617","617","woo_unpub","2_disambiguatingobjectgoal",111.32,7.603333333,7.6,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-0.00333333300000049
"618","618","woo_unpub","2_disambiguatingobjectgoal",99.32,10.76666667,10.07666667,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-0.69
"619","619","woo_unpub","2_disambiguatingobjectgoal",97.32,10.79333333,11.49666667,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",0.70333334
"620","620","woo_unpub","2_disambiguatingobjectgoal",98.32,4.06,12.41,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",8.35
"621","621","woo_unpub","2_disambiguatingobjectgoal",91.32,46.13666667,64.75,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",18.61333333
"622","622","woo_unpub","2_disambiguatingobjectgoal",94.32,11.58666667,34.12333333,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",22.53666666
"623","623","woo_unpub","2_disambiguatingobjectgoal",96.32,7.47,9.49,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",2.02
"624","624","woo_unpub","2_disambiguatingobjectgoal",121.32,18.27666667,7.53,"f","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-10.74666667
"625","625","woo_unpub","2_disambiguatingobjectgoal",109.32,3.946666667,6.17,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",2.223333333
"626","626","woo_unpub","2_disambiguatingobjectgoal",91.32,24.26666667,23.17333333,"m","2","2_disambiguatingobjectgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-1.09333334
"627","627","woo_unpub","3_disambiguatinglocationgoal",99.32,16.26333333,17.99333333,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",1.73
"628","628","woo_unpub","3_disambiguatinglocationgoal",116.32,5.173333333,19.46666667,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",14.293333337
"629","629","woo_unpub","3_disambiguatinglocationgoal",111.32,10.11,8.58,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-1.53
"630","630","woo_unpub","3_disambiguatinglocationgoal",90.88,6.33,6.17,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-0.16
"631","631","woo_unpub","3_disambiguatinglocationgoal",93.32,13.37333333,34.17666667,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",20.80333334
"632","632","woo_unpub","3_disambiguatinglocationgoal",114.32,15.37333333,43.45333333,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",28.08
"633","633","woo_unpub","3_disambiguatinglocationgoal",92.32,19.03,12.56333333,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-6.46666667
"634","634","woo_unpub","3_disambiguatinglocationgoal",120.32,3.953333333,4.6,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",0.646666667
"635","635","woo_unpub","3_disambiguatinglocationgoal",92.32,3.953333333,25.36333333,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",21.409999997
"636","636","woo_unpub","3_disambiguatinglocationgoal",94.32,2.74,2.426666667,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-0.313333333
"637","637","woo_unpub","3_disambiguatinglocationgoal",103.32,3.916666667,14.23666667,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",10.320000003
"638","638","woo_unpub","3_disambiguatinglocationgoal",106.32,5.583333333,14.55666667,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",8.973333337
"639","639","woo_unpub","3_disambiguatinglocationgoal",121.32,2.963333333,1.206666667,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-1.756666666
"640","640","woo_unpub","3_disambiguatinglocationgoal",121.32,6.87,16.20666667,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",9.33666667
"641","641","woo_unpub","3_disambiguatinglocationgoal",115.32,4.74,4.183333333,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-0.556666667
"642","642","woo_unpub","3_disambiguatinglocationgoal",92.32,16.82,21.81666667,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",4.99666667
"643","643","woo_unpub","3_disambiguatinglocationgoal",94.32,4.82,8.363333333,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",3.543333333
"644","644","woo_unpub","3_disambiguatinglocationgoal",119.32,4.525,5.5,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",0.975
"645","645","woo_unpub","3_disambiguatinglocationgoal",120.32,5.763333333,6.433333333,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",0.67
"646","646","woo_unpub","3_disambiguatinglocationgoal",91.32,3.13,5.52,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",2.39
"647","647","woo_unpub","3_disambiguatinglocationgoal",91.32,17.15333333,6.376666667,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-10.776666663
"648","648","woo_unpub","3_disambiguatinglocationgoal",102.32,5.003333333,18.11,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",13.106666667
"649","649","woo_unpub","3_disambiguatinglocationgoal",121.32,3.116666667,8.176666667,"f","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",5.06
"650","650","woo_unpub","3_disambiguatinglocationgoal",121.32,3.476666667,2.993333333,"m","3","3_disambiguatinglocationgoal","goals","no","state_change","bare",NA,"no","yes","no","yes","person","spelke",-0.483333334
